,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
seq325|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,-1.40448,-0.92396,-1.12564,1.17371,-0.22045,-0.24832,0.41858,0.57859,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.99398,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,-0.75649,-1.08732,-0.77343,-0.28071,-0.21525,-0.68393,-0.30461,-0.19193,-0.2232,-0.10166,1.70952,-0.23907,-0.24428,-0.59064,-0.21709,-0.28132,-1.88834,-0.2726,-0.10657,0.45945,-0.29397,-0.86311,0.22599,-0.78863,1.97317,-0.93174,-0.27093,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,1.28538,1
seq326|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,-0.17855,-0.92396,0.21734,0.16072,-0.25519,-0.26769,-0.98768,0.03207,0.9402,-0.22454,-0.46436,-0.1838,-0.19234,-0.27867,0.04249,-0.29244,-1.12067,-0.19169,0.42525,-0.13857,1.37614,-0.55375,-0.86644,-0.28071,-0.21525,-0.05495,-0.30461,3.89495,-0.2232,-0.21757,-0.58502,-0.23907,-0.24428,-0.59064,-0.86213,0.28442,0.89557,-0.28176,-0.10657,-0.74225,0.77863,1.32815,0.62326,0.19726,0.97327,-0.19798,-0.48383,-0.31883,0.05573,-0.202,-1.36951,-0.35722,-0.18643,-0.80919,1
seq327|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,0.23009,-0.92396,0.665,-1.07738,-0.22045,-0.24832,-0.62186,0.53317,0.00584,-0.22454,-0.34701,5.93513,-0.17764,-0.21124,0.15587,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,0.30675,-0.02018,-0.77343,-0.28071,-0.21525,0.02398,-0.30461,-0.19193,-0.2232,-0.31112,1.58198,-0.23907,-0.24428,-0.59064,1.09966,-0.30652,-0.02968,-0.2726,-0.10657,-0.05319,0.94897,0.02183,-0.35463,1.53461,1.10953,-1.94297,1.38286,-0.26272,0.85672,5.03431,0.73019,-0.27646,-0.15406,0.2473,1
seq328|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,8.10183,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,1.33743,1.86467,-0.92396,2.45565,-0.17695,-0.22045,3.65197,0.30764,-0.0808,-0.79504,-0.22454,1.26763,-0.1838,-0.17764,-0.21124,0.2702,-0.24955,1.48095,-0.19169,-1.01935,-0.11703,-0.75649,-1.08732,-0.02932,-0.28071,-0.21525,-1.20894,-0.30461,4.59684,-0.2232,-0.81655,2.01953,-0.23907,-0.24428,1.29008,0.59639,-0.14506,-0.68615,-0.2726,-0.10657,-1.28152,-1.14196,-0.18887,-1.51588,2.0326,0.09374,0.32128,0.87909,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.26758,1
seq329|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.46361,-0.92396,0.92081,-1.97782,-0.22045,3.65197,0.28604,-0.06357,-0.79504,-0.22454,-0.9666,5.93513,-0.17764,-0.21124,0.32692,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,-0.02018,0.34274,-0.28071,-0.21525,0.96647,-0.30461,-0.19193,8.77344,-0.45424,0.7859,-0.23907,-0.24428,3.1708,-2.15165,-0.95295,-0.56508,-0.2726,-0.10657,-2.15814,-0.30767,-0.65241,-0.35463,0.62795,-0.89096,0.47243,-0.41714,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,-1.01915,1
seq330|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,2.68049,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.09525,-0.51986,-1.40448,-0.92396,-1.12564,0.16072,3.74897,-0.26769,-1.2007,-0.45012,-0.79504,-0.22454,0.50417,-0.1838,-0.19234,-0.27867,-0.18712,-0.29244,0.11168,-0.19169,-1.01935,-0.13857,4.13063,0.78018,-0.5874,-0.28071,-0.21525,2.44282,-0.30461,-0.21571,-0.2232,-1.33564,-2.16168,-0.23907,-0.24428,-0.59064,1.44544,0.29269,2.17449,-0.28176,-0.10657,-0.89057,0.2392,1.66527,0.62326,-1.17449,-0.3496,0.41578,0.48444,-0.31883,1.55758,-0.202,0.73019,-0.35722,-0.18643,1.71603,1
seq331|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,2.78885,0.69712,-0.92396,0.4092,-0.17695,-0.22045,-0.24832,-0.96052,0.31075,0.00584,-0.22454,-0.30323,-0.1838,-0.17764,-0.21124,1.12681,3.58977,1.48095,-0.19169,1.86985,-0.11703,-0.75649,-1.44303,-0.40137,-0.28071,-0.21525,-0.19568,-0.30461,-0.19193,-0.2232,-0.2267,-0.65629,-0.23907,3.73903,3.1708,-0.1415,-1.50817,0.84037,-0.2726,-0.10657,0.47283,-0.87813,0.19038,-0.93526,0.72693,0.32041,-0.19587,2.02007,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,0.52367,1
seq332|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,3.65809,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,1.00496,-0.51986,-0.8207,-0.92396,-0.48612,-1.18994,-0.19653,-0.23498,1.14376,-0.25701,-0.79504,-0.22454,-0.19614,-0.1838,-0.16751,-0.16481,0.60423,-0.22001,0.38553,-0.19169,-1.01935,-0.1022,-0.75649,0.06875,0.71479,4.20706,-0.21525,1.53551,-0.30461,-0.17555,-0.2232,0.26191,1.14855,4.68535,-0.24428,-0.59064,1.96166,-0.35927,-1.05022,-0.2663,-0.10657,1.47045,0.11808,-1.83232,0.70105,0.22532,1.93807,-1.319,0.23106,-0.22407,0.3561,-0.202,0.73019,-0.22085,-0.13176,-0.28108,1
seq333|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.51123,-0.51986,0.54144,-0.92396,-0.69929,0.1232,-0.24192,-0.26029,-1.15358,-0.25885,-0.14432,-0.22454,-0.45475,-0.1838,-0.18672,-0.25291,0.47958,3.20807,0.84196,-0.19169,2.19088,-0.13034,0.33169,-0.96875,0.0947,-0.28071,-0.21525,0.26133,-0.30461,-0.20662,-0.2232,-1.10809,-1.88906,-0.23907,-0.24428,0.85606,-0.06278,1.57728,2.57908,-0.27826,-0.10657,0.91729,0.31999,0.99104,-0.55956,-1.06785,1.02136,0.31962,0.22642,-0.2974,-0.14452,-0.202,0.73019,-0.32637,-0.17406,-0.50347,1
seq334|1|positive,-0.13671,-0.20317,-0.22436,5.29936,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.35516,-0.51986,-1.0153,0.86646,-0.69929,-1.37753,-0.24192,3.27916,1.09663,0.95446,0.50639,-0.22454,-0.26678,4.71135,5.1871,-0.25291,0.66919,-0.27606,-0.07089,-0.19169,-1.01935,-0.13034,-0.75649,1.99553,0.0947,-0.28071,-0.21525,0.58996,-0.30461,-0.20662,-0.2232,0.12862,2.18397,-0.23907,-0.24428,-0.59064,-0.01552,-0.61537,-0.60902,-0.27826,-0.10657,-0.64237,0.29548,0.35894,-0.55956,2.20757,-1.39718,-1.13136,-0.10663,-0.2974,-0.14452,-0.202,0.73019,-0.32637,-0.17406,-1.37441,1
seq335|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,-0.17855,1.17239,-0.74193,-1.18994,-0.25519,-0.26769,-0.55953,-0.16203,-0.79504,-0.22454,0.93432,-0.1838,-0.19234,-0.27867,-1.18522,3.00321,2.98716,-0.19169,-1.01935,-0.13857,0.40126,1.84731,3.04014,-0.28071,-0.21525,0.2423,-0.30461,-0.21571,-0.2232,0.38675,1.24743,-0.23907,-0.24428,3.1708,0.67096,-0.98731,0.09678,-0.28176,-0.10657,-0.50278,-0.00662,1.87597,-0.66023,1.73942,-0.42568,1.88162,1.06094,-0.31883,1.55758,-0.202,0.73019,-0.35722,-0.18643,-0.55371,1
seq336|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.46426,-0.51986,0.87225,-0.92396,0.98476,1.17371,-0.25519,-0.26769,-0.33193,-1.03028,-0.79504,-0.22454,-0.07083,-0.1838,-0.19234,-0.27867,-0.00184,-0.29244,0.11168,-0.19169,1.86985,-0.13857,1.27558,1.84731,2.20302,-0.28071,-0.21525,-0.17556,-0.30461,-0.21571,-0.2232,-0.04082,-1.69893,-0.23907,2.63255,-0.59064,-0.36613,2.63338,1.07945,-0.28176,-0.10657,0.23857,0.37212,2.38165,0.19543,-1.19429,-0.27907,0.30659,1.34721,-0.31883,-0.54501,-0.202,0.73019,-0.35722,-0.18643,1.98171,1
seq337|1|positive,-0.11566,-0.19123,-0.21189,-0.1584,-0.07893,-0.09837,-0.13592,-0.12008,-0.19915,-0.18334,-0.22725,-0.12131,-0.18169,-0.18904,-2.24402,-0.51986,0.21213,-0.92396,0.64533,1.2776,-0.20483,-0.23961,-1.2326,0.01554,-0.79504,-0.22454,-0.25945,-0.1838,-0.17102,-0.18092,-1.36446,-0.23026,0.17487,-0.19169,1.20311,-0.10735,-0.75649,1.12905,0.5717,1.96317,-0.21525,0.16367,3.84202,-0.18124,-0.2232,-0.13274,0.10924,-0.23907,-0.24428,1.76026,-1.37443,0.91007,-0.80645,-0.26849,-0.10657,-0.28201,-1.191,-0.94739,-0.16109,-1.31991,-0.10078,0.07661,-0.9538,-0.23748,-0.22153,6.19794,0.73019,-0.24014,-0.1395,1.62156,1
seq338|1|positive,-0.15821,-0.21536,-0.23709,-0.19071,-0.13925,-0.14547,-0.15606,-0.14211,-0.27226,-0.20644,-0.29527,-0.19968,-0.30861,-0.27445,0.68006,-0.51986,0.34685,2.88272,0.79291,-0.06439,-0.27979,-0.2814,0.54418,-0.12782,0.15146,-0.22454,2.03987,-0.1838,-0.20274,-0.3264,-1.09043,-0.32281,0.72785,-0.19169,-1.01935,-0.15381,0.42929,0.73571,-0.44788,-0.28071,-0.21525,0.70279,1.7687,-0.23254,-0.2232,-0.30661,0.8143,1.4024,-0.24428,-0.59064,0.39165,0.18777,-0.31168,-0.28824,-0.10657,0.30923,-0.03299,2.12881,-0.45561,-0.10106,-0.64018,-0.26793,-1.59318,-0.35856,1.35733,-0.202,0.73019,2.40552,-0.20935,0.162,1
seq339|1|positive,-0.14787,-0.2095,-0.23097,-0.18285,9.29812,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,-2.24402,1.03465,0.09666,-0.92396,0.51883,1.30234,-0.26157,-0.27124,0.10408,2.34386,-0.79504,-0.22454,2.7729,3.89549,-0.19503,-0.29104,-2.2426,2.91189,2.34164,-0.19169,-1.01935,-0.14252,4.63311,0.64043,1.77781,-0.28071,-0.21525,0.83849,-0.30461,-0.22007,-0.2232,1.31758,-1.15112,-0.23907,-0.24428,1.76026,0.40799,3.1351,2.23521,-0.28344,-0.10657,-0.28325,-0.30915,3.6037,-1.51588,0.50239,-2.10905,1.57734,-0.05987,-0.32913,2.57311,-0.202,0.73019,-0.37204,-0.19237,-0.13337,1
seq340|1|positive,-0.15139,-0.2115,-0.23306,-0.18553,9.06603,-0.13792,-0.15284,-0.13859,-0.26055,-0.20274,-0.28438,-0.18713,-0.28828,-0.26077,-0.47185,0.79599,1.14291,-0.92396,-0.42798,0.19141,-0.26778,-0.2747,-0.33445,-0.92171,-0.27447,-0.22454,0.08883,-0.1838,-0.19766,-0.3031,-0.29926,-0.30799,0.63449,-0.19169,-0.36272,-0.14637,0.35122,-0.2142,0.12289,-0.28071,-0.21525,0.36951,-0.30461,-0.22432,-0.2232,-1.16848,0.01354,-0.23907,2.34487,0.51566,-0.04708,-0.09675,-0.45724,-0.28507,-0.10657,0.11021,-0.86696,1.91811,0.41953,0.46069,-0.4582,0.69904,-0.26409,-0.33917,0.21957,-0.202,0.73019,2.56465,-0.19816,0.25787,1
seq341|1|positive,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,-1.40448,0.61596,-1.12564,-1.07738,-0.22045,-0.24832,1.54125,0.94246,-0.79504,-0.22454,0.37641,-0.1838,-0.17764,-0.21124,-0.37364,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,0.69125,-0.02932,4.20706,-0.21525,1.21826,-0.30461,-0.19193,-0.2232,-1.92237,2.01636,-0.23907,-0.24428,-0.59064,-0.48863,0.38488,-0.93439,-0.2726,-0.10657,0.91007,-1.11356,-0.94739,0.80661,0.25586,1.32984,-1.15652,-0.55427,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-1.30852,1
seq342|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,1.39765,0.24433,0.92081,-1.97782,-0.22045,-0.24832,2.3997,-1.06838,0.80672,4.6674,-0.9666,-0.1838,-0.17764,-0.21124,1.88807,-0.24955,-0.16218,-0.19169,-1.01935,-0.11703,0.37352,-0.02018,0.34274,-0.28071,-0.21525,-0.30887,-0.30461,-0.19193,-0.2232,-0.18385,1.44997,-0.23907,-0.24428,-0.59064,-1.1923,-1.14809,-0.09109,-0.2726,-0.10657,0.00521,-1.38169,-0.69455,-0.93526,1.1968,-1.00304,0.55585,0.32891,-0.26272,0.85672,-0.202,0.73019,-0.27646,-0.15406,-1.41286,1
seq343|1|positive,-0.14425,3.66008,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,1.26488,-0.51986,0.87225,0.39421,1.36847,-0.17695,-0.25519,-0.26769,-0.9597,0.67229,-0.21662,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,-0.0598,-0.29244,-1.12067,-0.19169,1.14755,-0.13857,0.42145,-0.82053,-0.5874,-0.28071,-0.21525,-1.86878,-0.30461,-0.21571,-0.2232,-0.32786,0.0672,-0.23907,-0.24428,-0.59064,-1.18528,-1.74734,0.94145,-0.28176,-0.10657,0.59802,0.20957,1.37029,-0.66023,-0.28697,1.04418,1.69834,0.83008,-0.31883,-0.24464,-0.202,-1.36951,-0.35722,-0.18643,-0.65667,1
seq344|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,-0.20684,0.875,-0.51986,-0.23693,-0.42708,0.15339,-1.07738,-0.22045,-0.24832,0.57686,1.11915,-0.79504,-0.22454,-0.18199,-0.1838,-0.17764,-0.21124,-0.29897,-0.24955,-0.16218,5.3648,-1.01935,-0.11703,0.38546,0.69125,1.45891,-0.28071,5.1565,0.34635,-0.30461,-0.19193,-0.2232,0.00416,0.43753,-0.23907,-0.24428,-0.59064,-0.71044,-0.6525,-0.42382,-0.2726,-0.10657,0.68212,1.2027,-0.69455,0.22599,-0.46573,-0.29406,-1.40757,1.24944,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,-0.56563,1
seq345|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,1.99302,-0.24643,-0.29463,1.09228,2.09818,-0.92396,2.71145,1.17371,-0.25519,-0.26769,-0.40668,1.00353,0.9402,-0.22454,-0.32016,-0.1838,-0.19234,-0.27867,0.54657,-0.29244,-0.70989,-0.19169,-1.01935,-0.13857,0.41091,1.31375,-0.02932,-0.28071,5.1565,-0.80316,-0.30461,-0.21571,2.95208,-0.21104,-0.66993,-0.23907,-0.24428,-0.59064,0.0285,-0.04252,-0.72358,-0.28176,-0.10657,-0.83039,-0.89219,0.78034,-0.2324,1.40294,-0.01931,1.86716,0.41622,-0.31883,-0.54501,-0.202,-1.36951,-0.35722,-0.18643,-0.95313,1
seq346|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-2.24402,0.61944,-0.52882,-0.92396,-0.16636,1.84903,-0.25519,-0.26769,-1.87395,0.53648,-0.21662,-0.22454,-0.50976,-0.1838,-0.19234,-0.27867,1.00998,-0.29244,-0.29911,-0.19169,1.86985,-0.13857,1.35167,1.58053,2.7611,-0.28071,-0.21525,-0.9206,-0.30461,-0.21571,-0.2232,0.13893,-1.40055,-0.23907,-0.24428,-0.59064,0.26793,1.28553,0.87342,2.88319,-0.10657,1.1331,0.50366,2.50806,-1.08805,-0.27999,1.29054,-0.30623,0.41503,-0.31883,-0.54501,-0.202,-1.36951,-0.35722,-0.18643,1.40176,1
seq347|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.85414,1.64874,0.34685,-0.92396,0.79291,1.51137,-0.25519,3.0803,-1.95209,-0.01386,-0.79504,-0.22454,-0.5319,-0.1838,-0.19234,-0.27867,1.07231,-0.29244,0.52246,-0.19169,1.14755,-0.13857,2.2934,2.91445,4.15631,-0.28071,-0.21525,-0.45788,-0.30461,-0.21571,-0.2232,0.19734,-1.28877,-0.23907,-0.24428,-0.59064,-0.70412,1.66,1.63722,-0.28176,-0.10657,0.01497,-0.37138,2.59234,-1.08805,0.60045,0.57458,-0.66976,0.07418,-0.31883,-0.54501,-0.202,-1.36951,-0.35722,-0.18643,0.75484,1
seq348|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,0.35516,-0.51986,0.34685,-0.92396,-0.16636,-1.75271,-0.19653,-0.23498,0.32489,0.64659,0.24611,-0.22454,-0.9666,-0.1838,-0.16751,-0.16481,-1.43055,-0.22001,0.38553,-0.19169,-1.01935,-0.1022,0.29668,1.84731,-0.21535,-0.28071,-0.21525,1.56573,-0.30461,-0.17555,-0.2232,0.60146,0.80354,-0.23907,-0.24428,2.0961,-0.89331,0.87582,0.18897,-0.2663,-0.10657,-0.35806,-0.9295,-1.41092,-0.03793,0.84078,-1.04539,0.58471,-0.87987,-0.22407,-0.14452,-0.202,0.73019,-0.22085,3.54626,-0.28108,1
seq349|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.68451,-0.51986,1.57278,0.34288,-0.55007,-0.17695,-0.25519,-0.26769,-0.75953,1.44379,-0.21662,-0.22454,-0.49853,4.13545,-0.19234,-0.27867,1.06028,3.00321,0.11168,-0.19169,-0.29705,-0.13857,3.33951,-1.62089,-0.5874,-0.28071,-0.21525,0.0207,-0.30461,-0.21571,-0.2232,0.25957,-1.82214,-0.23907,-0.24428,0.66317,0.38967,1.57454,1.69336,-0.28176,-0.10657,0.22634,0.45006,2.42379,-0.66023,-0.75471,1.20495,0.62172,0.26988,-0.31883,-0.54501,-0.202,-1.36951,-0.35722,-0.18643,0.06744,1
seq350|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,11.17079,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,1.50181,-0.47044,-0.92396,-0.10241,-0.17695,-0.22045,-0.24832,1.19764,-0.42488,0.00584,-0.22454,-0.15595,-0.1838,-0.17764,-0.21124,-1.94235,-0.24955,1.48095,-0.19169,-1.01935,-0.11703,-0.75649,-0.02018,-0.40137,-0.28071,-0.21525,-1.0479,-0.30461,-0.19193,-0.2232,-0.41324,1.2963,-0.23907,-0.24428,-0.59064,0.956,0.73732,-0.7319,-0.2726,-0.10657,2.67379,0.48515,-0.44171,-1.51588,2.19555,-2.72473,-1.96556,-0.44611,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.03999,1
seq351|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.46426,-0.51986,-1.40448,-0.92396,-1.12564,1.51137,-0.25519,-0.26769,-0.10458,0.08353,-0.21662,-0.22454,0.45616,-0.1838,-0.19234,-0.27867,-0.20204,-0.29244,0.11168,-0.19169,0.42525,7.3076,-0.75649,-0.82053,-0.5874,1.96317,-0.21525,-0.89213,-0.30461,-0.21571,-0.2232,-0.04323,0.60649,-0.23907,-0.24428,0.66317,0.88376,1.27345,-0.83092,-0.28176,-0.10657,-1.07108,1.86614,1.49671,0.19543,-0.19687,1.10055,-1.28436,-0.5487,-0.31883,0.05573,-0.202,-1.36951,-0.35722,-0.18643,0.28519,1
seq352|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-0.94443,-0.51986,0.63874,-0.92396,1.11266,-1.18994,-0.19653,-0.23498,0.37357,-0.36261,-0.79504,-0.22454,0.06507,-0.1838,-0.16751,-0.16481,-0.57495,-0.22001,1.07017,-0.19169,-1.01935,-0.1022,-0.75649,-0.82053,-0.21535,4.20706,-0.21525,0.07539,-0.30461,-0.17555,-0.2232,-0.02805,2.17275,-0.23907,-0.24428,2.0961,2.26692,-1.30299,-0.86358,-0.2663,-0.10657,0.89052,0.2074,-1.15808,-0.77691,0.80282,0.03589,0.58501,2.26589,-0.22407,3.86041,-0.202,0.73019,-0.22085,-0.13176,-0.28108,1
seq353|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-1.59422,-0.51986,-0.23693,-0.92396,0.15339,-0.62717,-0.19653,-0.23498,-0.89442,-0.20283,-0.79504,-0.22454,-0.07815,-0.1838,-0.16751,-0.16481,0.7332,-0.22001,1.75481,-0.19169,0.18448,-0.1022,-0.75649,0.06875,1.17986,4.20706,-0.21525,0.05756,-0.30461,-0.17555,-0.2232,0.35098,1.16058,-0.23907,-0.24428,2.0961,0.13794,-0.4757,-0.58665,-0.2663,-0.10657,0.27111,0.50025,-0.86311,-0.77691,0.30931,0.17291,1.30309,2.00349,-0.22407,2.35856,-0.202,0.73019,-0.22085,-0.13176,-0.28108,1
seq354|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-1.17097,-0.92396,-0.86983,0.27327,-0.22045,-0.24832,0.46063,-1.02572,-0.79504,-0.22454,-0.38314,-0.1838,-0.17764,-0.21124,0.05533,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,0.271,-0.37589,0.71479,4.20706,-0.21525,0.03018,-0.30461,-0.19193,-0.2232,0.30027,0.32441,-0.23907,-0.24428,-0.59064,-0.79525,0.57993,0.38435,3.41445,-0.10657,0.36951,-0.633,-0.48385,0.80661,0.4764,-0.07409,1.19284,0.89453,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,-0.18814,1
seq355|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,2.14473,-0.2313,1.65475,-0.51986,1.12522,-0.92396,-0.91246,-1.37753,-0.24192,-0.26029,0.4778,-0.74897,4.41067,3.61913,-0.12323,-0.1838,-0.18672,-0.25291,-0.93892,-0.27606,-0.98375,-0.19169,-1.01935,-0.13034,0.44446,0.51339,-0.52539,-0.28071,-0.21525,0.52401,-0.30461,-0.20662,-0.2232,1.50004,-0.71701,-0.23907,-0.24428,-0.59064,1.18099,-0.76681,1.30029,-0.27826,-0.10657,-1.41312,-0.60817,-0.44171,1.83124,-0.12265,-0.97897,1.07715,0.72798,-0.2974,0.52297,-0.202,-1.36951,2.95364,-0.17406,-0.77136,1
seq356|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-1.59422,-0.51986,-0.23693,0.52973,0.15339,0.49838,-0.19653,-0.23498,-1.30888,-0.06311,-0.79504,-0.22454,0.53118,-0.1838,-0.16751,-0.16481,-1.58792,-0.22001,0.38553,-0.19169,0.18448,-0.1022,0.25068,-1.26517,-0.21535,-0.28071,-0.21525,0.87947,-0.30461,-0.17555,-0.2232,-0.24086,0.04309,-0.23907,-0.24428,-0.59064,-1.55206,-0.44099,0.24555,-0.2663,-0.10657,0.1013,0.80699,-0.82097,-1.51588,-0.3816,-0.59172,0.34502,2.02772,-0.22407,2.35856,-0.202,0.73019,-0.22085,-0.13176,0.97005,1
